,zc
4817,60607
4818,60607
4819,60606
4820,60607
4821,60607
4822,60607
4823,60607
4824,60606
4825,60601
4826,60657
4827,60657
4828,60613
4829,60613
4830,60606
4831,60661
4832,60657
4833,60661
4834,60604
4835,60657
4836,60604
4837,nan
4838,60606
4839,60611
4840,60618-9997
4841,60640
4842,60613
4843,60626
4844,60626
4845,9020
4846,60640
4847,60626
4848,9020
4849,60610
4850,60618
4851,9020
4852,60603
4853,60657
4854,60601
4855,9020
4856,60606
4857,60613
4858,60637
4859,60606
4860,60611
4861,60654
4862,60654
4863,60601
4864,60654
4865,60622
4866,60612
4867,60612
4868,60606
4869,60611
4870,60622
4871,60604
4872,60616
4873,60603
4874,60604
4875,60607
4876,60606
4877,60604
4878,60605
4879,60605
4880,60604
4881,60605
4882,60604
4883,60605
4884,60604
4885,60605
4886,60610
4887,60610
4888,60610
4889,60647
4890,60647
4891,60647
4892,60647
4893,60611
4894,nan
4895,60637
4896,60637
4897,nan
4898,60637
4899,60637
4900,60611
4901,60613
4902,60661
4903,60654
4904,60613
4905,60619
4906,60613
4907,60613
4908,60626
4909,60615
4910,nan
4911,60610
4912,60661
4913,60613
4914,60661
4915,60611
4916,60611
4917,60611
4918,60654
4919,60602
4920,60661
4921,60642
4922,60661
4923,60647
4924,60661
4925,60611
4926,60610
4927,60611
4928,60640
4929,60654
4930,nan
4931,60637
4932,60612
4933,60606
4934,60605
4935,60637
4936,nan
4937,60615
4938,60615
4939,60601
4940,60661
4941,60696
4942,60637
4943,60637
4944,60612
4945,60615
4946,nan
4947,60613
4948,60613
4949,60613
4950,60614
4951,60661
4952,60610
4953,60611
4954,60637
4955,60606
4956,60614
4957,60647
4958,60661
4959,60619
4960,60649
4961,60619
4962,60619
4963,60614
4964,60610
4965,60614
4966,60614
4967,60614
4968,60614
4969,60601
4970,60606
4971,60606
4972,60606
4973,60606
4974,60606
4975,60606
4976,60606
4977,60606
4978,60606
4979,nan
4980,60611
4981,nan
4982,60611
4983,60612
4984,60607
4985,60604
4986,60604
4987,60647
4988,60607
4989,60604
4990,60607
4991,60604
4992,60611
4993,60625
4994,60618
4995,60625
4996,60647
4997,nan
4998,60637
4999,60625
5000,60661
5001,60609
5002,60615
5003,60609
5004,60609
5005,60637
5006,60601
5007,60612
5008,60612
5009,60622
5010,60607
5011,60607
5012,60610
5013,60604
5014,60608
5015,60647
5016,60642
5017,60606
5018,60647
5019,60647
5020,60606
5021,60645
5022,60625
5023,60645
5024,60645
5025,60625
5026,60622
5027,60651
5028,60651
5029,60645
5030,60647
5031,60622
5032,60645
5033,60645
5034,60645
5035,60625
5036,60645
5037,60622
5038,60637
5039,60637
5040,60611
5041,60611
5042,60603
5043,60637
5044,60606
5045,60657
5046,60614
5047,60601
5048,60657
5049,60607
5050,60606
5051,60607
5052,60607
5053,60614
5054,60657
5055,60601
5056,60614
5057,60610
5058,60606
5059,60606
5060,60611
5061,60607
5062,60607
5063,60608
5064,60608
5065,60607
5066,60608
5067,60654
5068,60601
5069,60661
5070,60605
5071,60604
5072,60640
5073,60605
5074,60606
5075,60605
5076,60614
5077,60610
5078,60654
5079,60610
5080,60614
5081,60610
5082,60618
5083,60618
5084,60613
5085,60613
5086,60602
5087,60613
5088,60601
5089,60661
5090,60614
5091,60614
5092,60661
5093,60601
5094,60601
5095,60601
5096,60610
5097,60606
5098,60610
5099,60606
5100,60610
5101,60606
5102,60654
5103,60610
5104,60601
5105,60654
5106,60654
5107,60604
5108,60613
5109,60626
5110,60622
5111,60622
5112,60619
5113,60614
5114,60622
5115,60608
5116,60605
5117,60608
5118,60605
5119,60608
5120,60605
5121,60201
5122,60201
5123,60201
5124,60201
5125,nan
5126,60604
5127,60613
5128,60626
5129,60614
5130,60614
5131,60614
5132,60614
5133,60625
5134,60610
5135,60614
5136,60610
5137,60605
5138,9020
5139,9020
5140,60637
5141,60601
5142,60615
5143,60615
5144,60601
5145,60201
5146,60201
5147,60201
5148,60654
5149,60606
5150,60661
5151,nan
5152,60605
5153,60605
5154,60606
5155,60615
5156,60615
5157,60637
5158,60637
5159,60606
5160,60606
5161,60615
5162,60615
5163,60654
5164,60661
5165,60661
5166,60616
5167,60616
5168,60606
5169,60606
5170,60613
5171,60622
5172,60606
5173,60606
5174,60614
5175,60608
5176,60608
5177,60601
5178,60601
5179,60608
5180,60601
5181,60625
5182,60610
5183,60654
5184,60654
5185,60654
5186,60601
5187,60601
5188,60606
5189,60606
5190,60606
5191,60609
5192,60616
5193,60615
5194,60637
5195,60615
5196,60614
5197,60614
5198,60614
5199,60614
5200,60614
5201,60647
5202,60647
5203,60647
5204,60606
5205,60622
5206,60651
5207,60651
5208,60622
5209,60615
5210,60601
5211,60625
5212,60622
5213,60613
5214,60614
5215,60622
5216,60661
5217,60605
5218,60611
5219,60606
5220,60606
5221,60601
5222,60605
5223,60613
5224,60614
5225,60614
5226,60614
5227,60661
5228,60610
5229,60610
5230,60647
5231,60606
5232,60657
5233,nan
5234,60604
5235,60614
5236,60201
5237,60614
5238,60610
5239,60660
5240,60601
5241,60601
5242,60610
5243,60610
5244,60601
5245,60614
5246,60660
5247,60610
5248,60614
5249,60601
5250,60660
5251,60637
5252,60637
5253,60615
5254,60615
5255,60625
5256,60610
5257,60611
5258,60601
5259,60606
5260,60640
5261,60605
5262,60605
5263,60604
5264,60616
5265,nan
5266,60606
5267,60642
5268,9020
5269,60625
5270,9020
5271,60618
5272,60625
5273,60625
5274,60625
5275,60625
5276,60625
5277,60625
5278,60657
5279,60622
5280,60601
5281,60606
5282,60601
5283,60606
5284,60613
5285,60606
5286,60654
5287,60606
5288,60620
5289,60647
5290,60602
5291,60640
5292,60640
5293,60661
5294,60661
5295,60657
5296,60637
5297,60618-9997
5298,60618-9997
5299,60618-9997
5300,60613
5301,60618
5302,60661
5303,60615
5304,60637
5305,60606
5306,nan
5307,60696
5308,60601
5309,60618
5310,60618
5311,60618
5312,60604
5313,60603
5314,60601
5315,60606
5316,60613
5317,60606
5318,nan
5319,60661
5320,60654
5321,60614
5322,60614
5323,60614
5324,60622
5325,60610
5326,60661
5327,60610
5328,60615
5329,60606
5330,60615
5331,60605
5332,60611
5333,60661
5334,60647
5335,60622
5336,60647
5337,60647
5338,60604
5339,60661
5340,60647
5341,60647
5342,60606
5343,60647
5344,60607
5345,60637
5346,60605
5347,60604
5348,nan
5349,60604
5350,9020
5351,60605
5352,60607
5353,60608
5354,60608
5355,60608
5356,60602
5357,60605
5358,60608
5359,60605
5360,60660
5361,60614
5362,60660
5363,60640
5364,60614
5365,60660
5366,60614
5367,60610
5368,60610
5369,60610
5370,60606
5371,60605
5372,60605
5373,60615
5374,60637
5375,60606
5376,60637
5377,60661
5378,60606
5379,60601
5380,60606
5381,60606
5382,60606
5383,60601
5384,60614
5385,60614
5386,60625
5387,60661
5388,60605
5389,60607
5390,60613
5391,60657
5392,60614
5393,60605
5394,60604
5395,60601
5396,60601
5397,60602
5398,60605
5399,60616
5400,60605
5401,60604
5402,60606
5403,60601
5404,9020
5405,60610
5406,60601
5407,60614
5408,60610
5409,60610
5410,60610
5411,60661
5412,60661
5413,60644
5414,60661
5415,60622
5416,60661
5417,60661
5418,60661
5419,60615
5420,60603
5421,60606
5422,60661
5423,60661
5424,60654
5425,60661
5426,60606
5427,nan
5428,60606
5429,60618
5430,60606
5431,60618
5432,60606
5433,60606
5434,60601
5435,60603
5436,60696
5437,60661
5438,60610
5439,60654
5440,60603
5441,60610
5442,60603
5443,60610
5444,60602
5445,60606
5446,60610
5447,60661
5448,60610
5449,60606
5450,60611
5451,60661
5452,60610
5453,60661
5454,60610
5455,60606
5456,60611
5457,60606
5458,60611
5459,60605
5460,60605
5461,60605
5462,60601
5463,60654
5464,60611
5465,60661
5466,60613
5467,60614
5468,60607
5469,60614
5470,60657
5471,60614
5472,60610
5473,60601
5474,60601
5475,60614
5476,60610
5477,60614
5478,60618
5479,60647
5480,nan
5481,60647
5482,60647
5483,60647
5484,60607
5485,60618
5486,60610
5487,nan
5488,60654
5489,60614
5490,60657
5491,60614
5492,60610
5493,nan
5494,60654
5495,60654
5496,60637
5497,60605
5498,60615
5499,60603
5500,9020
5501,60625
5502,60637
5503,60615
5504,60637
5505,60615
5506,60637
5507,60637
5508,60615
5509,60615
5510,60615
5511,60615
5512,60637
5513,60615
5514,60615
5515,60615
5516,60637
5517,60661
5518,60637
5519,60615
5520,60615
5521,60615
5522,60637
5523,9020
5524,nan
5525,60625
5526,60625
5527,9020
5528,60615
5529,60637
5530,60610
5531,nan
5532,60610
5533,60610
5534,60611
5535,60661
5536,60637
5537,60618
5538,60661
5539,nan
5540,60607
5541,60613
5542,60618
5543,nan
5544,60606
5545,60606
5546,60602
5547,60696
5548,60604
5549,60605
5550,60603
5551,60603
5552,60602
5553,60654
5554,60661
5555,60654
5556,60647
5557,60606
5558,60611
5559,60614
5560,60606
5561,60647
5562,60661
5563,60622
5564,60606
5565,60657
5566,60607
5567,60607
5568,60613
5569,60613
5570,60608
5571,60604
5572,60605
5573,60608
5574,60604
5575,60604
5576,60605
5577,60604
5578,60605
5579,60604
5580,60608
5581,60605
5582,60615
5583,60637
5584,60601
5585,60601
5586,60601
5587,60615
5588,60601
5589,60615
5590,60615
5591,60615
5592,60601
5593,60606
5594,60606
5595,60612
5596,60606
5597,60605
5598,60606
5599,60615
5600,60661
5601,60611
5602,60607
5603,60606
5604,60606
5605,60608
5606,60601
5607,60608
5608,60601
5609,60602
5610,60605
5611,60606
5612,60605
5613,60605
5614,60604
5615,60602
5616,60605
5617,60605
5618,60607
5619,60605
5620,60610
5621,60201
5622,60607
5623,60606
5624,60601
5625,60610
5626,60660
5627,60622
5628,60607
5629,60607
5630,nan
5631,60622
5632,60614
5633,60654
5634,60642
5635,60654
5636,60642
5637,60661
5638,60642
5639,60654
5640,60606
5641,60661
5642,60622
5643,60696
5644,60606
5645,60647
5646,60657
5647,60606
5648,60647
5649,60647
5650,60607
5651,60647
5652,60622
5653,60647
5654,60601
5655,60614
5656,60604
5657,60604
5658,60605
5659,60604
5660,9020
5661,9020
5662,60605
5663,60608
5664,60608
5665,60605
5666,60605
5667,60608
5668,60608
5669,60605
5670,60609
5671,60605
5672,60608
5673,60610
5674,60601
5675,60610
5676,60601
5677,60606
5678,60606
5679,60606
5680,60606
5681,60611
5682,60606
5683,60606
5684,60661
5685,60661
5686,60654
5687,60654
5688,60622
5689,60601
5690,60608
5691,60618-9997
5692,60616
5693,60616
5694,60601
5695,60605
5696,60605
5697,60604
5698,60602
5699,60601
5700,60611
5701,60605
5702,60601
5703,60608
5704,60608
5705,60601
5706,60601
5707,60608
5708,60601
5709,60659
5710,60625
5711,9020
5712,9020
5713,9020
5714,60606
5715,60601
5716,60606
5717,60601
5718,60654
5719,60611
5720,60606
5721,nan
5722,60657
5723,60606
5724,60611
5725,60606
5726,nan
5727,60611
5728,60606
5729,60606
5730,60606
5731,nan
5732,60611
5733,nan
5734,60606
5735,60611
5736,nan
5737,60606
5738,60611
5739,nan
5740,60606
5741,60606
5742,60601
5743,60660
5744,60614
5745,60660
5746,60614
5747,60614
5748,60607
5749,60661
5750,60611
5751,60606
5752,60606
5753,60606
5754,60606
5755,60606
5756,60606
5757,60606
5758,60622
5759,nan
5760,nan
5761,nan
5762,60625
5763,60696
5764,60601
5765,60622
5766,60625
5767,60616
5768,60642
5769,60607
5770,60607
5771,60622
5772,60607
5773,60614
5774,60607
5775,60607
5776,60607
5777,60661
5778,60611
5779,60607
5780,60611
5781,60603
5782,60601
5783,60611
5784,60614
5785,60611
5786,60611
5787,60611
5788,60611
5789,60654
5790,60661
5791,60614
5792,60661
5793,60661
5794,60610
5795,60610
5796,60661
5797,60661
5798,60661
5799,60610
5800,60612
5801,60606
5802,60657
5803,60657
5804,60640
5805,9020
5806,60611
5807,60696
5808,60661
5809,60647
5810,60646
5811,60611
5812,60661
5813,60661
5814,60610
5815,60616
5816,60661
5817,60611
5818,60661
5819,60611
5820,60661
5821,60611
5822,60661
5823,60611
5824,60606
5825,60601
5826,60613
5827,60654
5828,60615
5829,60642
5830,60618
5831,60637
5832,60637
5833,60606
5834,nan
5835,60606
5836,60611
5837,60606
5838,nan
5839,60606
5840,60606
5841,nan
5842,60606
5843,nan
5844,nan
5845,60606
5846,60606
5847,nan
5848,60606
5849,60654
5850,60622
5851,60601
5852,60654
5853,60653
5854,60614
5855,60622
5856,60622
5857,60654
5858,60657
5859,60661
5860,60622
5861,60661
5862,60657
5863,60657
5864,60622
5865,60657
5866,60613
5867,60601
5868,60601
5869,60610
5870,60613
5871,60614
5872,60618
5873,60616
5874,60616
5875,60604
5876,60616
5877,60604
5878,60616
5879,60604
5880,60616
5881,60616
5882,60604
5883,60616
5884,60605
5885,60608
5886,60605
5887,60608
5888,60607
5889,60625
5890,60201
5891,60202
5892,60647
5893,60614
5894,60201
5895,60657
5896,60201
5897,60647
5898,60201
5899,60201
5900,60201
5901,60612
5902,60606
5903,60606
5904,60612
5905,60606
5906,60612
5907,60606
5908,60606
5909,60613
5910,60654
5911,60622
5912,60661
5913,60616
5914,60611
5915,9020
5916,60696
5917,60625
5918,9020
5919,60614
5920,60605
5921,60609
5922,60606
5923,60610
5924,60605
5925,60605
5926,60605
5927,60605
5928,60605
5929,60616
5930,60616
5931,60661
5932,60625
5933,60625
5934,60622
5935,60625
5936,60601
5937,60606
5938,60601
5939,60661
5940,60614
5941,60654
5942,60610
5943,60610
5944,60654
5945,60654
5946,60608
5947,60609
5948,60612
5949,60645
5950,60610
5951,60622
5952,60606
5953,60605
5954,60606
5955,60607
5956,60608
5957,60606
5958,60654
5959,60607
5960,60606
5961,60604
5962,60606
5963,60604
5964,60606
5965,60614
5966,60613
5967,60614
5968,60614
5969,60606
5970,60601
5971,60610
5972,60610
5973,60610
5974,60610
5975,60610
5976,60610
5977,60611
5978,60610
5979,60612
5980,60612
5981,60644
5982,60606
5983,60607
5984,60661
5985,60607
5986,60612
5987,60661
5988,60607
5989,60661
5990,60606
5991,60608
5992,60606
5993,60608
5994,60608
5995,60604
5996,60606
5997,60606
5998,60604
5999,60610
6000,60606
6001,60642
6002,60610
6003,60661
6004,60610
6005,60604
6006,60606
6007,60661
6008,60642
6009,60605
6010,60611
6011,60614
6012,60614
6013,60614
6014,60614
6015,60605
6016,60605
6017,60661
6018,60605
6019,60613
6020,60613
6021,60601
6022,nan
6023,60606
6024,60654
6025,60606
6026,nan
6027,60603
6028,60601
6029,60654
6030,60622
6031,60614
6032,60661
6033,60603
6034,nan
6035,60654
6036,60611
6037,60654
6038,60646
6039,60654
6040,60654
6041,60618
6042,60661
6043,60654
6044,60654
6045,60654
6046,60654
6047,60604
6048,60604
6049,60613
6050,nan
6051,60611
6052,60614
6053,60606
6054,60606
6055,60618
6056,60661
6057,60606
6058,60606
6059,60618
6060,60618
6061,60618
6062,60605
6063,60605
6064,60606
6065,60604
6066,60606
6067,60610
6068,60611
6069,60610
6070,60610
6071,60616
6072,60609
6073,60607
6074,60607
6075,60609
6076,60606
6077,60642
6078,60610
6079,60657
6080,60610
6081,60610
6082,60661
6083,60606
6084,60661
6085,60611
6086,60201
6087,60654
6088,60610
6089,60610
6090,60642
6091,60610
6092,60622
6093,60622
6094,60606
6095,60606
6096,60622
6097,60606
6098,60654
6099,60654
6100,60654
6101,60622
6102,60647
6103,60647
6104,60647
6105,60647
6106,60647
6107,60611
6108,60611
6109,60610
6110,60610
6111,60605
6112,60606
6113,60606
6114,60605
6115,60606
6116,60605
6117,60606
6118,60602
6119,60610
6120,60610
6121,60603
6122,60654
6123,60654
6124,60606
6125,60606
6126,60605
6127,60605
6128,60614
6129,606476
6130,60602
6131,60611
6132,60696
6133,60604
6134,60604
6135,60607
6136,60610
6137,60607
6138,60607
6139,60610
6140,60606
6141,60661
6142,60611
6143,60696
6144,60696
6145,60611
6146,60696
6147,60606
6148,60611
6149,60606
6150,60614
6151,60610
6152,60606
6153,60614
6154,60642
6155,60607
6156,60607
6157,60601
6158,60657
6159,60661
6160,60611
6161,60606
6162,60610
6163,60606
6164,60610
6165,60610
6166,60647
6167,60601
6168,60653
6169,60614
6170,60611
6171,60613
6172,60604
6173,60604
6174,60614
6175,nan
6176,60613
6177,60613
6178,60608
6179,60616
6180,60604
6181,60625
6182,60614
6183,60610
6184,60611
6185,60661
6186,60657
6187,60661
6188,60661
6189,60661
6190,60615
6191,60606
6192,60610
6193,nan
6194,60618
6195,60637
6196,60615
6197,60615
6198,60606
6199,60611
6200,nan
6201,nan
6202,nan
6203,60606
6204,nan
6205,60606
6206,60601
6207,60632
6208,60603
6209,60606
6210,60601
6211,60696
6212,60696
6213,60606
6214,60601
6215,60647
6216,60601
6217,60601
6218,60606
6219,60602
6220,60610
6221,60696
6222,60602
6223,60657
6224,60654
6225,60654
6226,60614
6227,60613
6228,60626
6229,60622
6230,60605
6231,60611
6232,60661
6233,60611
6234,60611
6235,60606
6236,60611
6237,60611
6238,60606
6239,60611
6240,60611
6241,60661
6242,60661
6243,60611
6244,60611
6245,60611
6246,60661
6247,60610
6248,60647
6249,nan
6250,60606
6251,60606
6252,60661
6253,60612
6254,60614
6255,60616
6256,60616
6257,60604
6258,60616
6259,60616
6260,60604
6261,9020
6262,60614
6263,60614
6264,60611
6265,60611
6266,60610
6267,60601
6268,60657
6269,60606
6270,60612
6271,60606
6272,60637
6273,60615
6274,60608
6275,60640
6276,60610
6277,60661
6278,60661
6279,60606
6280,60606
6281,60601
6282,60606
6283,60616
6284,60616
6285,60616
6286,nan
6287,60616
6288,60613
6289,60626
6290,60613
6291,60614
6292,60610
6293,60605
6294,60605
6295,60637
6296,60615
6297,60637
6298,60637
6299,60637
6300,60615
6301,60637
6302,60615
6303,60637
6304,60637
6305,60615
6306,60615
6307,60615
6308,60637
6309,60615
6310,60615
6311,60637
6312,60637
6313,60637
6314,60637
6315,60610
6316,60616
6317,60606
6318,60606
6319,nan
6320,60647
6321,60605
6322,nan
6323,60614
6324,60612
6325,60620
6326,60608
6327,60608
6328,60696
6329,60607
6330,60607
6331,60607
6332,60602
6333,60601
6334,60607
6335,60607
6336,60606
6337,60606
6338,60611
6339,60606
6340,60606
6341,60606
6342,60616
6343,nan
6344,nan
6345,60614
6346,60610
6347,60610
6348,60610
6349,60651
6350,60610
6351,60614
6352,60625
6353,60613
6354,60606
6355,60606
6356,60601
6357,nan
6358,nan
6359,60611
6360,60654
6361,60654
6362,60657
6363,nan
6364,60625
6365,9020
6366,60640
6367,60640
6368,60640
6369,60604
6370,60606
6371,60605
6372,60611
6373,60654
6374,60607
6375,60611
6376,60601
6377,60611
6378,60614
6379,60654
6380,60601
6381,60611
6382,60613
6383,60626
6384,60625
6385,60625
6386,60302
6387,60625
6388,60625
6389,60622
6390,60622
6391,60622
6392,60647
6393,60614
6394,60661
6395,60613
6396,60657
6397,60613
6398,60606
6399,60606
6400,60606
6401,60661
6402,9020
6403,60661
6404,9020
6405,60657
6406,60613
6407,60613
6408,60606
6409,60657
6410,60661
6411,60613
6412,60606
6413,60661
6414,60613
6415,60657
6416,60613
6417,60657
6418,60613
6419,60613
6420,60657
6421,60618
6422,60613
6423,60613
6424,60613
6425,60613
6426,60613
6427,60611
6428,60654
6429,60606
6430,60654
6431,60606
6432,60654
6433,60606
6434,60654
6435,60654
6436,60606
6437,60606
6438,60660
6439,60606
6440,60605
6441,60611
6442,60661
6443,60654
6444,60603
6445,60614
6446,60614
6447,nan
6448,60614
6449,60612
6450,60612
6451,60614
6452,60614
6453,nan
6454,60654
6455,60611
6456,60614
6457,60618-9997
6458,60625
6459,60625
6460,60647
6461,60640
6462,60647
6463,60625
6464,60602
6465,nan
6466,60611
6467,60610
6468,60614
6469,nan
6470,60622
6471,60622
6472,60610
6473,60604
6474,60661
6475,60647
6476,60607
6477,60625
6478,60612
6479,60661
6480,60647
6481,60661
6482,60606
6483,60661
6484,60610
6485,60610
6486,60610
6487,60611
6488,60607
6489,60607
6490,60607
6491,60601
6492,60607
6493,60607
6494,60642
6495,60606
6496,60657
6497,60660
6498,60640
6499,60618-9997
6500,60625
6501,60661
6502,60625
6503,60606
6504,60625
6505,60615
6506,60625
6507,60625
6508,60606
6509,60625
6510,60625
6511,60612
6512,60611
6513,60611
6514,60611
6515,60611
6516,60661
6517,60622
6518,60611
6519,60626
6520,60601
6521,60606
6522,60601
6523,60611
6524,60612
6525,60647
6526,60601
6527,60654
6528,60647
6529,nan
6530,60613
6531,60605
6532,60606
6533,60605
6534,60604
6535,60201
6536,60601
6537,60601
6538,60604
6539,60613
6540,60601
6541,60607
6542,60604
6543,60601
6544,60657
6545,60661
6546,60661
6547,nan
6548,60614
6549,60610
6550,60614
6551,60614
6552,60618-9997
6553,60606
6554,60613
6555,60606
6556,60606
6557,60605
6558,60606
6559,60654
6560,60654
6561,60610
6562,60654
6563,nan
6564,60642
6565,60610
6566,60657
6567,nan
6568,60605
6569,60614
6570,60613
6571,60604
6572,60601
6573,60604
6574,60601
6575,60610
6576,60606
6577,60605
6578,60610
6579,nan
6580,60607
6581,nan
6582,nan
6583,60607
6584,60603
6585,60611
6586,60604
6587,60610
6588,nan
6589,60611
6590,60604
6591,60611
6592,60604
6593,60601
6594,60601
6595,60661
6596,60601
6597,60601
6598,60611
6599,60607
6600,60608
6601,60657
6602,60605
6603,60616
6604,60605
6605,60657
6606,60601
6607,60618
6608,60614
6609,60611
6610,60614
6611,60657
6612,60661
6613,60614
6614,60618
6615,60657
6616,60613
6617,60610
6618,60622
6619,60614
6620,60302
6621,60622
6622,nan
6623,60605
6624,60606
6625,60622
6626,60605
6627,60601
6628,60611
6629,60613
6630,60626
6631,60657
6632,60605
6633,60610
6634,60611
6635,60654
6636,60661
6637,60654
6638,60654
6639,60661
6640,60607
6641,60622
6642,60622
6643,60602
6644,60647
6645,60622
6646,60647
6647,60647
6648,60604
6649,60607
6650,60661
6651,60610
6652,nan
6653,60608
6654,60661
6655,60661
6656,60661
6657,60661
6658,60614
6659,60610
6660,60625
6661,60625
6662,60661
6663,60661
6664,60642
6665,60657
6666,60618
6667,60618
6668,60642
6669,60618
6670,60618
6671,60642
6672,60657
6673,60657
6674,60618
6675,60642
6676,60606
6677,60608
6678,60614
6679,60614
6680,60657
6681,60605
6682,60604
6683,60601
6684,60604
6685,60606
6686,60613
6687,60613
6688,60613
6689,60614
6690,60091
6691,60091
6692,60202
6693,60610
6694,60610
6695,60654
6696,60610
6697,60654
6698,60610
6699,60610
6700,60610
6701,60614
6702,60654
6703,60654
6704,60614
6705,60661
6706,60654
6707,60661
6708,60610
6709,60601
6710,60610
6711,60696
6712,60616
6713,60605
6714,60605
6715,60616
6716,60605
6717,60616
6718,60601
6719,60604
6720,60610
6721,60604
6722,60606
6723,60606
6724,60618-9997
6725,60606
6726,60645
6727,60622
6728,60606
6729,nan
6730,60610
6731,60654
6732,60614
6733,60611
6734,60611
6735,60654
6736,60661
6737,60607
6738,60611
6739,60611
6740,60611
6741,60654
6742,60613
6743,60657
6744,60618
6745,60604
6746,60603
6747,nan
6748,60604
6749,nan
6750,60604
6751,60622
6752,60606
6753,60606
6754,60606
6755,60606
6756,60606
6757,60610
6758,60606
6759,60616
6760,60610
6761,60622-4580
6762,60602
6763,60602
6764,60610
6765,60614
6766,60614
6767,60614
6768,60614
6769,60610
6770,60614
6771,60614
6772,60614
6773,60614
6774,60657
6775,60611
6776,60654
6777,60654
6778,60654
6779,60611
6780,60661
6781,60618
6782,60642
6783,60614
6784,60642
6785,60618
6786,60618
6787,60614
6788,60642
6789,60614
6790,60618
6791,60614
6792,60642
6793,60614
6794,60614
6795,60637
6796,60613
6797,60614
6798,60614
6799,60661
6800,60606
6801,60661
6802,60607
6803,60605
6804,60605
6805,nan
6806,nan
6807,60653
6808,nan
6809,60653
6810,60610
6811,60654
6812,60661
6813,nan
6814,nan
6815,60605
6816,nan
6817,60604
6818,nan
6819,nan
6820,nan
6821,60606
6822,60606
6823,60618
6824,60606
6825,60606
6826,60606
6827,60661
6828,nan
6829,60647
6830,60611
6831,60606
6832,60606
6833,60606
6834,nan
6835,60661
6836,9020
6837,60661
6838,60661
6839,60604
6840,60602
6841,60613
6842,60610
6843,60613
6844,60616
6845,60605
6846,60606
6847,60606
6848,60606
6849,60606
6850,60607
6851,60657
6852,60642
6853,60618
6854,60618
6855,60618
6856,60642
6857,60642
6858,60602
6859,60614
6860,60661
6861,60611
6862,60201
6863,60091
6864,60091
6865,60660
6866,60604
6867,60647
6868,60614
6869,60604
6870,60605
6871,60645
6872,60607
6873,60614
6874,60622
6875,60607
6876,60642
6877,60622
6878,60607
6879,60622
6880,60607
6881,60607
6882,60622
6883,60642
6884,60622
6885,60622
6886,60642
6887,60622
6888,60607
6889,nan
6890,60606
6891,60606
6892,60611
6893,60604
6894,60601
6895,60606
6896,60606
6897,60605
6898,60602
6899,60602
6900,60607
6901,60661
6902,60622
6903,60604
6904,60611
6905,60611
6906,60613
6907,60601
6908,60606
6909,60618
6910,60618
6911,60661
6912,60615
6913,60637
6914,60615
6915,60657
6916,60626
6917,60626
6918,60660
6919,60657
6920,60657
6921,60613
6922,60606
6923,60614
6924,60613
6925,60613
6926,60610
6927,60614
6928,60614
6929,60613
6930,60614
6931,60618
6932,60613
6933,60661
6934,60661
6935,60661
6936,60606
6937,60657
6938,60622
6939,60625
6940,nan
6941,60604
6942,60659
6943,60611
6944,60604
6945,60611
6946,60604
6947,60611
6948,60625
6949,60604
6950,60611
6951,60604
6952,60606
6953,9020
6954,9020
6955,9020
6956,60610
6957,60661
6958,60651
6959,60661
6960,60605
6961,60661
6962,60661
6963,nan
6964,60661
6965,60614
6966,60614
6967,60614
6968,60614
6969,60661
6970,60614
6971,60614
6972,60613
6973,60614
6974,60625
6975,60605
6976,60605
6977,60604
6978,60605
6979,60605
6980,60613
6981,60657
6982,60605
6983,60610
6984,60610
6985,60604
6986,60605
6987,60601
6988,60607
6989,nan
6990,60653
6991,60661
6992,60606
6993,60613
6994,60606
6995,60604
6996,60606
6997,60613
6998,60654
6999,60654
7000,60657
7001,60607
7002,60622
7003,60622
7004,60601
7005,60622
7006,60607
7007,60622
7008,60614
7009,60607
7010,60622
7011,60622
7012,60607
7013,60607
7014,60622
7015,60622
7016,60607
7017,60661
7018,60660
7019,60696
7020,60606
7021,60610
7022,nan
7023,60647
7024,60661
7025,60603
7026,60644
7027,60606
7028,60622
7029,60647
7030,60610
7031,60602
7032,60606
7033,60661
7034,nan
7035,60614
7036,60616
7037,60605
7038,60605
7039,60605
7040,60616
7041,60616
7042,60616
7043,60616
7044,60605
7045,60616
7046,60604
7047,nan
7048,60654
7049,60610
7050,nan
7051,60606
7052,60661
7053,60609
7054,60613
7055,60605
7056,60605
7057,60602
7058,60614
7059,60606
7060,60604
7061,60601
7062,60601
7063,60606
7064,60601
7065,60606
7066,60601
7067,60613
7068,60614
7069,60614
7070,60657
7071,60622
7072,60622
7073,60657
7074,60614
7075,nan
7076,60613
7077,60601
7078,60604
7079,60605
7080,60606
7081,60606
7082,60615
7083,nan
7084,nan
7085,nan
7086,60607
7087,60661
7088,60607
7089,60661
7090,60607
7091,60615
7092,60625
7093,60611
7094,60602
7095,60604
7096,nan
7097,nan
7098,60625
7099,60611
7100,nan
7101,60604
7102,nan
7103,60604
7104,60611
7105,60604
7106,nan
7107,60622
7108,60613
7109,60601
7110,60661
7111,60606
7112,60601
7113,60601
7114,60657
7115,60608
7116,60607
7117,60608
7118,60608
7119,60661
7120,60653
7121,nan
7122,nan
7123,60622
7124,60661
7125,60610
7126,60661
7127,60647
7128,60661
7129,60647
7130,60661
7131,60647
7132,60606
7133,60601
7134,60611
7135,60661
7136,60654
7137,60611
7138,60622
7139,60647
7140,60613
7141,60696
7142,60614
7143,60610
